,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,long_form,ict_form
1563,102,Moses,2017/2018,22,3,6,1.8181818181818181,2.4545454545454546,0.8181818181818182,1.0909090909090908,1.0,2.6666666666666665,1,4.2,2.9000000000000004
1816,117,Tomkins,2017/2018,22,14,17,0.5454545454545454,1.1666666666666667,1.3636363636363635,1.4166666666666667,6.0,5.0,2,4.6,3.766666666666667
1861,120,Kelly,2017/2018,22,14,17,0.5454545454545454,1.1666666666666667,1.3636363636363635,1.4166666666666667,5.0,2.6666666666666665,2,3.4,1.9000000000000004
1886,123,Schlupp,2017/2018,22,14,17,0.5454545454545454,1.1666666666666667,1.3636363636363635,1.4166666666666667,1.0,1.6666666666666667,2,2.4,3.1333333333333337
1898,124,van Aanholt,2017/2018,22,14,17,0.5454545454545454,1.1666666666666667,1.3636363636363635,1.4166666666666667,5.0,2.333333333333333,1,1.6,1.333333333333333
2151,143,Williams,2017/2018,22,9,2,1.5454545454545454,2.4545454545454546,1.3636363636363635,1.0909090909090908,6.0,2.6666666666666665,1,3.4,2.8666666666666667
2167,144,Holgate,2017/2018,22,9,2,1.5454545454545454,2.4545454545454546,1.3636363636363635,1.0909090909090908,6.0,2.333333333333333,0,2.8,4.0666666666666655
2204,146,Keane,2017/2018,22,9,2,1.5454545454545454,2.4545454545454546,1.3636363636363635,1.0909090909090908,1.0,3.333333333333333,1,3.4,2.8666666666666663
2459,164,Schindler,2017/2018,22,11,8,0.7272727272727273,1.4545454545454546,2.090909090909091,1.2727272727272727,9.0,3.6666666666666665,1,3.0,3.566666666666668
2483,165,Löwe,2017/2018,22,11,8,0.7272727272727273,1.4545454545454546,2.090909090909091,1.2727272727272727,2.0,1.3333333333333333,1,2.2,3.0333333333333328
2502,166,Smith,2017/2018,22,11,8,0.7272727272727273,1.4545454545454546,2.090909090909091,1.2727272727272727,1.0,1.3333333333333333,1,1.8,3.3666666666666667
2532,171,Jorgensen,2017/2018,22,11,8,0.7272727272727273,1.4545454545454546,2.090909090909091,1.2727272727272727,5.0,2.333333333333333,1,2.2,3.0666666666666664
2812,191,Morgan,2017/2018,22,8,11,1.4545454545454546,0.7272727272727273,1.2727272727272727,2.090909090909091,1.0,0.6666666666666666,0,0.8,2.3666666666666667
2829,192,Fuchs,2017/2018,22,8,11,1.4545454545454546,0.7272727272727273,1.2727272727272727,2.090909090909091,1.0,2.6666666666666665,6,2.2,3.066666666666668
2876,197,Wagué,2017/2018,22,10,1,1.5454545454545454,3.5454545454545454,1.5454545454545454,0.7272727272727273,6.0,5.0,1,0.0,3.9333333333333336
2900,198,Maguire,2017/2018,22,8,11,1.4545454545454546,0.7272727272727273,1.2727272727272727,2.090909090909091,0.0,2.0,6,2.6,3.833333333333332
3172,215,Lovren,2017/2018,22,4,7,2.636363636363636,1.5454545454545454,1.9090909090909087,1.3636363636363635,2.0,3.333333333333333,7,5.8,4.1000000000000005
3206,218,Gomez,2017/2018,22,4,7,2.636363636363636,1.5454545454545454,1.9090909090909087,1.3636363636363635,2.0,1.6666666666666667,2,2.4,2.8666666666666667
3225,219,Matip,2017/2018,22,4,7,2.636363636363636,1.5454545454545454,1.9090909090909087,1.3636363636363635,2.0,3.0,1,3.4,3.0
3245,220,Klavan,2017/2018,22,4,7,2.636363636363636,1.5454545454545454,1.9090909090909087,1.3636363636363635,1.0,6.0,11,5.0,4.300000000000002
3275,222,Milner,2017/2018,22,4,7,2.636363636363636,1.5454545454545454,1.9090909090909087,1.3636363636363635,4.0,2.0,1,1.8,3.4666666666666703
3288,223,Alexander-Arnold,2017/2018,22,4,7,2.636363636363636,1.5454545454545454,1.9090909090909087,1.3636363636363635,14.0,8.666666666666666,5,7.0,5.733333333333333
3528,242,Stones,2017/2018,22,1,10,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.5454545454545454,1.0,3.0,6,3.2,1.8999999999999992
3562,245,Otamendi,2017/2018,22,1,10,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.5454545454545454,8.0,6.0,2,5.2,4.066666666666662
3872,264,Jones,2017/2018,22,2,9,2.4545454545454546,1.5454545454545454,1.0909090909090908,1.3636363636363635,9.0,5.333333333333333,6,3.8,2.366666666666668
3880,265,Shaw,2017/2018,22,2,9,2.4545454545454546,1.5454545454545454,1.0909090909090908,1.3636363636363635,6.0,4.0,6,0.0,6.566666666666667
3888,266,Rojo,2017/2018,22,2,9,2.4545454545454546,1.5454545454545454,1.0909090909090908,1.3636363636363635,-1.0,2.6666666666666665,9,1.8,3.166666666666666
3931,269,Fosu-Mensah,2017/2018,22,14,17,0.5454545454545454,1.1666666666666667,1.3636363636363635,1.4166666666666667,6.0,2.6666666666666665,1,2.2,1.233333333333334
3942,270,Blind,2017/2018,22,2,9,2.4545454545454546,1.5454545454545454,1.0909090909090908,1.3636363636363635,1.0,2.6666666666666665,1,4.0,1.8333333333333337
3952,272,Tuanzebe,2017/2018,22,2,9,2.4545454545454546,1.5454545454545454,1.0909090909090908,1.3636363636363635,0.0,0.0,1,0.0,0.0
3962,273,Lindelöf,2017/2018,22,2,9,2.4545454545454546,1.5454545454545454,1.0909090909090908,1.3636363636363635,6.0,4.0,6,3.0,2.066666666666668
4226,288,Yedlin,2017/2018,22,13,18,1.0,1.181818181818182,1.5454545454545454,1.8181818181818181,5.0,4.333333333333333,6,3.2,2.3333333333333326
4248,289,Clark,2017/2018,22,13,18,1.0,1.181818181818182,1.5454545454545454,1.8181818181818181,8.0,5.0,6,3.2,2.566666666666667
4269,290,Lascelles,2017/2018,22,13,18,1.0,1.181818181818182,1.5454545454545454,1.8181818181818181,6.0,5.333333333333333,8,3.8,3.2999999999999994
4279,291,Dummett,2017/2018,22,13,18,1.0,1.181818181818182,1.5454545454545454,1.8181818181818181,6.0,3.0,1,0.0,1.3333333333333333
4497,307,Bertrand,2017/2018,22,17,14,1.1666666666666667,0.5454545454545454,1.4166666666666667,1.3636363636363635,2.0,2.0,1,2.2,4.8
4521,308,Yoshida,2017/2018,22,17,14,1.1666666666666667,0.5454545454545454,1.4166666666666667,1.3636363636363635,6.0,2.333333333333333,1,2.0,2.5000000000000013
4563,312,Pied,2017/2018,22,17,14,1.1666666666666667,0.5454545454545454,1.4166666666666667,1.3636363636363635,2.0,0.0,5,0.0,0.0
4573,313,Stephens,2017/2018,22,17,14,1.1666666666666667,0.5454545454545454,1.4166666666666667,1.3636363636363635,6.0,2.333333333333333,1,2.0,2.0
4864,331,Cameron,2017/2018,22,18,13,1.181818181818182,1.0,1.8181818181818181,1.5454545454545454,0.0,1.0,2,1.2,2.166666666666666
4886,332,Pieters,2017/2018,22,18,13,1.181818181818182,1.0,1.8181818181818181,1.5454545454545454,2.0,3.333333333333333,6,2.4,2.266666666666666
4899,334,Bardsley,2017/2018,22,7,4,1.5454545454545454,2.636363636363636,1.3636363636363635,1.9090909090909087,6.0,2.333333333333333,1,2.8,3.066666666666668
5160,353,Rangel,2017/2018,22,20,5,0.5454545454545454,1.8181818181818181,1.5454545454545454,1.0909090909090908,1.0,1.0,1,0.0,0.5
5177,354,Fernández,2017/2018,22,20,5,0.5454545454545454,1.8181818181818181,1.5454545454545454,1.0909090909090908,1.0,0.6666666666666666,1,0.6,2.700000000000001
5192,356,van der Hoorn,2017/2018,22,20,5,0.5454545454545454,1.8181818181818181,1.5454545454545454,1.0909090909090908,0.0,2.0,0,1.8,2.8000000000000007
5220,357,Mawson,2017/2018,22,20,5,0.5454545454545454,1.8181818181818181,1.5454545454545454,1.0909090909090908,2.0,1.0,1,1.2,2.299999999999999
5246,358,Olsson,2017/2018,22,20,5,0.5454545454545454,1.8181818181818181,1.5454545454545454,1.0909090909090908,2.0,0.3333333333333333,0,0.8,0.8666666666666664
5536,379,Walker,2017/2018,22,1,10,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.5454545454545454,7.0,5.0,2,4.6,2.566666666666666
5562,380,Vertonghen,2017/2018,22,5,20,1.8181818181818181,0.5454545454545454,1.0909090909090908,1.5454545454545454,1.0,4.666666666666667,7,4.0,2.1666666666666683
5583,381,Davies,2017/2018,22,5,20,1.8181818181818181,0.5454545454545454,1.0909090909090908,1.5454545454545454,7.0,4.666666666666667,6,4.0,2.333333333333336
5603,382,Trippier,2017/2018,22,5,20,1.8181818181818181,0.5454545454545454,1.0909090909090908,1.5454545454545454,0.0,3.6666666666666665,9,3.6,5.4999999999999964
5623,383,Wimmer,2017/2018,22,18,13,1.181818181818182,1.0,1.8181818181818181,1.5454545454545454,0.0,1.0,1,1.0,3.2333333333333325
5934,403,Kabasele,2017/2018,22,10,1,1.5454545454545454,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.0,0.3333333333333333,-1,0.6,2.6333333333333333
5947,404,Janmaat,2017/2018,22,10,1,1.5454545454545454,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.0,1.3333333333333333,1,1.0,2.4999999999999982
6176,423,Evans,2017/2018,22,19,15,0.5454545454545454,1.2,1.3636363636363635,1.5,1.0,2.6666666666666665,1,2.8,3.1
6192,424,Dawson,2017/2018,22,19,15,0.5454545454545454,1.2,1.3636363636363635,1.5,1.0,2.333333333333333,1,2.2,5.633333333333334
6434,442,Reid,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,1.0,2.6666666666666665,2,2.8,4.033333333333334
6454,443,Cresswell,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,3.0,3.6666666666666665,7,5.0,6.2666666666666675
6476,444,Ogbonna,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,0.0,1.0,2,3.2,2.966666666666665
6502,446,Masuaku,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,1.0,1.0,1,2.8,4.5
6524,447,Zabaleta,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,0.0,1.0,2,3.0,2.2
6688,461,Suttner,2017/2018,22,12,16,1.0909090909090908,0.7272727272727273,1.2727272727272727,1.5454545454545454,1.0,3.333333333333333,1,3.4,3.0000000000000004
6702,462,Malone,2017/2018,22,11,8,0.7272727272727273,1.4545454545454546,2.090909090909091,1.2727272727272727,7.0,2.6666666666666665,0,2.2,0.9333333333333343
6743,464,Martina,2017/2018,22,9,2,1.5454545454545454,2.4545454545454546,1.3636363636363635,1.0909090909090908,1.0,2.6666666666666665,1,3.0,3.0999999999999988
6775,468,Hegazi,2017/2018,22,19,15,0.5454545454545454,1.2,1.3636363636363635,1.5,2.0,3.0,1,2.2,2.933333333333332
6822,470,Christensen,2017/2018,22,3,6,1.8181818181818181,2.4545454545454546,0.8181818181818182,1.0909090909090908,6.0,5.0,1,4.6,1.6000000000000003
6897,477,Manquillo,2017/2018,22,13,18,1.0,1.181818181818182,1.5454545454545454,1.8181818181818181,2.0,2.6666666666666665,5,2.4,1.4333333333333336
6934,480,Chambers,2017/2018,22,6,3,2.4545454545454546,1.8181818181818181,1.0909090909090908,0.8181818181818182,2.0,1.0,1,0.0,3.4
6969,483,da Silva,2017/2018,22,1,10,3.5454545454545454,1.5454545454545454,0.7272727272727273,1.5454545454545454,6.0,5.0,1,5.8,2.933333333333332
7220,510,Rice,2017/2018,22,15,19,1.2,0.5454545454545454,1.5,1.3636363636363635,1.0,1.0,1,0.8,0.7666666666666667
7322,520,Sánchez,2017/2018,22,5,20,1.8181818181818181,0.5454545454545454,1.0909090909090908,1.5454545454545454,1.0,2.6666666666666665,0,1.4,2.6666666666666674
7464,537,Zeegelaar,2017/2018,22,10,1,1.5454545454545454,3.5454545454545454,1.5454545454545454,0.7272727272727273,0.0,0.6666666666666666,1,0.2,2.1000000000000005
7476,538,Schelotto,2017/2018,22,12,16,1.0909090909090908,0.7272727272727273,1.2727272727272727,1.5454545454545454,1.0,1.3333333333333333,2,0.8,3.466666666666667
7492,541,Dragovic,2017/2018,22,8,11,1.4545454545454546,0.7272727272727273,1.2727272727272727,2.090909090909091,0.0,0.0,6,0.0,0.0
7525,543,Zappacosta,2017/2018,22,3,6,1.8181818181818181,2.4545454545454546,0.8181818181818182,1.0909090909090908,7.0,3.6666666666666665,3,2.8,4.266666666666667
7565,556,Edwards,2017/2018,22,18,13,1.181818181818182,1.0,1.8181818181818181,1.5454545454545454,0.0,1.3333333333333333,2,1.2,2.5333333333333337
77,7,Bellerín,2017/2018,23,6,13,1.1666666666666667,1.3333333333333333,1.5,1.5,8.0,6.0,8,4.6,6.7666666666666675
101,8,Gibbs,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,1.0,4.333333333333333,6,4.0,3.0000000000000004
134,11,Holding,2017/2018,23,6,13,1.1666666666666667,1.3333333333333333,1.5,1.5,3.0,1.6666666666666667,1,2.4,1.6666666666666672
148,12,Mustafi,2017/2018,23,6,13,1.1666666666666667,1.3333333333333333,1.5,1.5,1.0,1.0,1,2.2,3.3999999999999986
456,32,Francis,2017/2018,23,13,6,1.3333333333333333,1.1666666666666667,1.5,1.5,0.0,1.0,1,0.6,5.066666666666666
480,33,Cook,2017/2018,23,13,6,1.3333333333333333,1.1666666666666667,1.5,1.5,9.0,4.333333333333333,2,2.8,5.300000000000002
505,34,Daniels,2017/2018,23,13,6,1.3333333333333333,1.1666666666666667,1.5,1.5,1.0,1.0,2,1.2,4.799999999999998
531,35,Smith,2017/2018,23,13,6,1.3333333333333333,1.1666666666666667,1.5,1.5,6.0,4.666666666666667,2,2.8,7.933333333333333
559,38,Aké,2017/2018,23,13,6,1.3333333333333333,1.1666666666666667,1.5,1.5,1.0,1.6666666666666667,2,2.8,1.9000000000000012
847,55,Dunk,2017/2018,23,16,19,0.4166666666666667,1.0,1.25,1.25,1.0,2.6666666666666665,1,3.2,5.833333333333331
874,56,Duffy,2017/2018,23,16,19,0.4166666666666667,1.0,1.25,1.25,1.0,3.0,2,3.0,4.9
900,58,Saltor Grau,2017/2018,23,16,19,0.4166666666666667,1.0,1.25,1.25,1.0,2.6666666666666665,1,4.2,3.266666666666669
911,59,Bong,2017/2018,23,16,19,0.4166666666666667,1.0,1.25,1.25,9.0,5.333333333333333,1,3.4,1.9000000000000004
1125,77,Mee,2017/2018,23,7,12,0.6666666666666666,1.25,1.9166666666666667,1.5,1.0,2.6666666666666665,2,2.0,2.3666666666666667
1168,79,Tarkowski,2017/2018,23,7,12,0.6666666666666666,1.25,1.9166666666666667,1.5,1.0,3.0,2,4.2,3.233333333333333
1185,81,Taylor,2017/2018,23,7,12,0.6666666666666666,1.25,1.9166666666666667,1.5,1.0,2.6666666666666665,1,1.8,2.566666666666666
1462,97,Azpilicueta,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,1.0,4.666666666666667,7,6.4,3.2666666666666657
1484,98,Cahill,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,1.0,2.6666666666666665,1,4.2,1.966666666666666
1507,99,Zouma,2017/2018,23,18,2,0.8333333333333334,1.1666666666666667,2.5,1.5,2.0,1.3333333333333333,1,2.4,4.733333333333332
1535,100,Alonso,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,7.0,7.0,8,8.2,6.766666666666665
1564,102,Moses,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,1.0,2.6666666666666665,6,4.0,2.0333333333333337
1584,103,Rüdiger,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,14.0,8.666666666666666,6,6.8,4.800000000000002
1817,117,Tomkins,2017/2018,23,12,7,1.25,0.6666666666666666,1.5,1.9166666666666667,2.0,4.666666666666667,6,4.6,1.9666666666666668
1862,120,Kelly,2017/2018,23,12,7,1.25,0.6666666666666666,1.5,1.9166666666666667,2.0,4.333333333333333,6,3.2,2.8000000000000003
1899,124,van Aanholt,2017/2018,23,12,7,1.25,0.6666666666666666,1.5,1.9166666666666667,1.0,4.0,6,2.6,2.333333333333333
2132,140,Jagielka,2017/2018,23,9,5,0.6666666666666666,2.272727272727273,1.9166666666666667,0.7272727272727273,1.0,3.0,-1,2.2,3.3333333333333344
2168,144,Holgate,2017/2018,23,9,5,0.6666666666666666,2.272727272727273,1.9166666666666667,0.7272727272727273,0.0,2.0,0,2.4,3.6999999999999984
2184,145,Kenny,2017/2018,23,9,5,0.6666666666666666,2.272727272727273,1.9166666666666667,0.7272727272727273,1.0,2.333333333333333,0,3.4,1.9333333333333345
2460,164,Schindler,2017/2018,23,14,11,0.9166666666666666,1.3333333333333333,1.3333333333333333,2.083333333333333,1.0,3.333333333333333,0,2.6,3.9000000000000017
2503,166,Smith,2017/2018,23,14,11,0.9166666666666666,1.3333333333333333,1.3333333333333333,2.083333333333333,1.0,0.3333333333333333,-1,1.4,1.7333333333333336
2533,171,Jorgensen,2017/2018,23,14,11,0.9166666666666666,1.3333333333333333,1.3333333333333333,2.083333333333333,1.0,2.0,0,1.8,3.6
2830,192,Fuchs,2017/2018,23,8,4,1.5,1.75,1.5,0.5833333333333334,6.0,2.6666666666666665,1,2.2,2.0333333333333345
2868,196,Chilwell,2017/2018,23,8,4,1.5,1.75,1.5,0.5833333333333334,1.0,1.6666666666666667,3,1.6,2.233333333333334
2877,197,Wagué,2017/2018,23,10,17,1.3333333333333333,0.8181818181818182,2.083333333333333,1.5454545454545454,1.0,2.6666666666666665,1,3.4,1.4666666666666668
2901,198,Maguire,2017/2018,23,8,4,1.5,1.75,1.5,0.5833333333333334,6.0,4.0,6,3.8,2.966666666666665
3173,215,Lovren,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,7.0,3.333333333333333,1,4.8,3.7333333333333343
3207,218,Gomez,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,2.0,1.6666666666666667,1,2.4,3.466666666666667
3226,219,Matip,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,1.0,1.3333333333333333,1,3.2,3.1999999999999997
3246,220,Klavan,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,11.0,4.333333333333333,1,4.0,3.3666666666666667
3276,222,Milner,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,1.0,1.3333333333333333,-1,1.2,3.56666666666667
3529,242,Stones,2017/2018,23,1,3,2.333333333333333,2.083333333333333,0.75,0.5833333333333334,6.0,2.333333333333333,0,2.0,1.866666666666666
3563,245,Otamendi,2017/2018,23,1,3,2.333333333333333,2.083333333333333,0.75,0.5833333333333334,2.0,3.0,-1,4.8,3.5333333333333283
3850,263,Smalling,2017/2018,23,2,18,1.1666666666666667,0.8333333333333334,1.5,2.5,1.0,3.0,6,3.2,2.3000000000000007
3873,264,Jones,2017/2018,23,2,18,1.1666666666666667,0.8333333333333334,1.5,2.5,6.0,7.0,6,4.6,2.4666666666666672
3881,265,Shaw,2017/2018,23,2,18,1.1666666666666667,0.8333333333333334,1.5,2.5,6.0,6.0,6,5.0,4.333333333333335
3908,267,Valencia,2017/2018,23,2,18,1.1666666666666667,0.8333333333333334,1.5,2.5,7.0,9.333333333333334,15,7.4,5.066666666666669
3932,269,Fosu-Mensah,2017/2018,23,12,7,1.25,0.6666666666666666,1.5,1.9166666666666667,1.0,5.333333333333333,9,3.8,3.0000000000000004
4227,288,Yedlin,2017/2018,23,15,20,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.5,6.0,4.333333333333333,2,3.2,2.1999999999999997
4249,289,Clark,2017/2018,23,15,20,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.5,6.0,5.333333333333333,2,3.6,2.1
4270,290,Lascelles,2017/2018,23,15,20,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.5,8.0,5.333333333333333,2,3.8,2.6999999999999997
4280,291,Dummett,2017/2018,23,15,20,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.5,1.0,3.0,2,2.4,2.066666666666667
4498,307,Bertrand,2017/2018,23,17,10,0.8181818181818182,1.3333333333333333,1.5454545454545454,2.083333333333333,1.0,1.3333333333333333,1,1.8,3.1
4540,310,Soares,2017/2018,23,17,10,0.8181818181818182,1.3333333333333333,1.5454545454545454,2.083333333333333,1.0,0.3333333333333333,0,1.0,1.133333333333334
4574,313,Stephens,2017/2018,23,17,10,0.8181818181818182,1.3333333333333333,1.5454545454545454,2.083333333333333,1.0,2.6666666666666665,1,2.0,2.4666666666666663
4900,334,Bardsley,2017/2018,23,7,12,0.6666666666666666,1.25,1.9166666666666667,1.5,1.0,2.6666666666666665,1,1.8,2.9000000000000012
4910,336,Tymon,2017/2018,23,18,2,0.8333333333333334,1.1666666666666667,2.5,1.5,0.0,0.0,0,0.0,0.8333333333333334
5193,356,van der Hoorn,2017/2018,23,20,15,0.6666666666666666,0.8333333333333334,1.5,1.1666666666666667,0.0,2.333333333333333,7,2.8,3.233333333333334
5221,357,Mawson,2017/2018,23,20,15,0.6666666666666666,0.8333333333333334,1.5,1.1666666666666667,1.0,1.3333333333333333,1,1.2,1.9999999999999991
5247,358,Olsson,2017/2018,23,20,15,0.6666666666666666,0.8333333333333334,1.5,1.1666666666666667,0.0,1.3333333333333333,2,1.0,1.1999999999999995
5537,379,Walker,2017/2018,23,1,3,2.333333333333333,2.083333333333333,0.75,0.5833333333333334,2.0,4.0,3,4.8,3.999999999999999
5563,380,Vertonghen,2017/2018,23,5,9,2.272727272727273,0.6666666666666666,0.7272727272727273,1.9166666666666667,7.0,4.666666666666667,6,4.0,2.700000000000001
5584,381,Davies,2017/2018,23,5,9,2.272727272727273,0.6666666666666666,0.7272727272727273,1.9166666666666667,6.0,6.333333333333332,6,4.2,3.1666666666666687
5624,383,Wimmer,2017/2018,23,18,2,0.8333333333333334,1.1666666666666667,2.5,1.5,1.0,0.6666666666666666,1,1.2,2.6999999999999997
5935,403,Kabasele,2017/2018,23,10,17,1.3333333333333333,0.8181818181818182,2.083333333333333,1.5454545454545454,-1.0,0.3333333333333333,1,0.8,2.833333333333333
5948,404,Janmaat,2017/2018,23,10,17,1.3333333333333333,0.8181818181818182,2.083333333333333,1.5454545454545454,1.0,2.333333333333333,5,2.2,5.066666666666664
6155,422,Nyom,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,1.0,1.0,1,2.0,2.066666666666666
6177,423,Evans,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,1.0,5.666666666666668,15,4.8,4.533333333333334
6193,424,Dawson,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,1.0,5.333333333333333,14,4.6,6.633333333333334
6204,425,McAuley,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,0.0,0.6666666666666666,1,0.8,0.9333333333333332
6414,441,Collins,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,6.0,4.666666666666667,2,4.2,6.2
6455,443,Cresswell,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,7.0,3.6666666666666665,1,4.0,4.166666666666667
6477,444,Ogbonna,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,2.0,1.3333333333333333,2,2.2,3.833333333333332
6503,446,Masuaku,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,1.0,1.3333333333333333,2,2.0,3.6666666666666665
6525,447,Zabaleta,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,2.0,1.3333333333333333,2,2.2,1.9
6703,462,Malone,2017/2018,23,14,11,0.9166666666666666,1.3333333333333333,1.3333333333333333,2.083333333333333,0.0,2.333333333333333,0,2.0,1.300000000000001
6744,464,Martina,2017/2018,23,9,5,0.6666666666666666,2.272727272727273,1.9166666666666667,0.7272727272727273,1.0,0.6666666666666666,0,2.6,2.4999999999999987
6776,468,Hegazi,2017/2018,23,19,16,1.0,0.4166666666666667,1.25,1.25,1.0,3.333333333333333,7,3.4,3.2666666666666657
6823,470,Christensen,2017/2018,23,4,8,1.75,1.5,0.5833333333333334,1.5,1.0,2.6666666666666665,1,4.4,2.233333333333334
6874,475,Robertson,2017/2018,23,3,1,2.083333333333333,2.333333333333333,0.5833333333333334,0.75,1.0,2.6666666666666665,1,3.6,3.933333333333332
6935,480,Chambers,2017/2018,23,6,13,1.1666666666666667,1.3333333333333333,1.5,1.5,1.0,1.6666666666666667,2,0.0,2.9333333333333336
6955,482,Riedewald,2017/2018,23,12,7,1.25,0.6666666666666666,1.5,1.9166666666666667,6.0,4.333333333333333,6,3.0,1.0
6970,483,da Silva,2017/2018,23,1,3,2.333333333333333,2.083333333333333,0.75,0.5833333333333334,1.0,2.333333333333333,0,4.4,1.866666666666666
6979,485,Bartley,2017/2018,23,20,15,0.6666666666666666,0.8333333333333334,1.5,1.1666666666666667,2.0,1.3333333333333333,1,0.0,2.7000000000000006
7221,510,Rice,2017/2018,23,11,14,1.3333333333333333,0.9166666666666666,2.083333333333333,1.3333333333333333,1.0,1.0,1,0.8,0.4000000000000001
7245,513,Martins Indi,2017/2018,23,18,2,0.8333333333333334,1.1666666666666667,2.5,1.5,1.0,0.6666666666666666,1,0.4,1.4666666666666668
7323,520,Sánchez,2017/2018,23,5,9,2.272727272727273,0.6666666666666666,0.7272727272727273,1.9166666666666667,0.0,2.333333333333333,6,2.4,1.7000000000000008
7376,525,Hoedt,2017/2018,23,17,10,0.8181818181818182,1.3333333333333333,1.5454545454545454,2.083333333333333,5.0,2.0,1,2.6,3.366666666666668
7416,532,Aurier,2017/2018,23,5,9,2.272727272727273,0.6666666666666666,0.7272727272727273,1.9166666666666667,1.0,6.0,9,6.8,5.066666666666666
7465,537,Zeegelaar,2017/2018,23,10,17,1.3333333333333333,0.8181818181818182,2.083333333333333,1.5454545454545454,1.0,0.6666666666666666,1,0.2,2.5333333333333337
7493,541,Dragovic,2017/2018,23,8,4,1.5,1.75,1.5,0.5833333333333334,6.0,4.0,6,0.0,2.6
7583,591,Kongolo,2017/2018,23,14,11,0.9166666666666666,1.3333333333333333,1.3333333333333333,2.083333333333333,0.0,0.0,1,0.0,0.0
7596,594,Bauer,2017/2018,23,18,2,0.8333333333333334,1.1666666666666667,2.5,1.5,0.0,0.0,1,0.0,0.0
7602,598,Roberts,2017/2018,23,20,15,0.6666666666666666,0.8333333333333334,1.5,1.1666666666666667,0.0,0.0,1,0.0,0.0
46,4,Koscielny,2017/2018,24,6,13,2.583333333333333,0.5833333333333334,1.0833333333333333,1.5833333333333333,9.0,6.666666666666668,10,5.8,5.1000000000000005
78,7,Bellerín,2017/2018,24,6,13,2.583333333333333,0.5833333333333334,1.0833333333333333,1.5833333333333333,8.0,6.0,2,4.2,7.7666666666666675
102,8,Gibbs,2017/2018,24,19,9,0.5833333333333334,1.5,1.3333333333333333,1.3333333333333333,6.0,3.0,2,4.2,2.766666666666667
124,10,Monreal,2017/2018,24,6,13,2.583333333333333,0.5833333333333334,1.0833333333333333,1.5833333333333333,1.0,7.333333333333332,16,6.4,6.166666666666665
149,12,Mustafi,2017/2018,24,6,13,2.583333333333333,0.5833333333333334,1.0833333333333333,1.5833333333333333,1.0,1.3333333333333333,2,2.6,3.699999999999999
170,13,Kolasinac,2017/2018,24,6,13,2.583333333333333,0.5833333333333334,1.0833333333333333,1.5833333333333333,1.0,1.0,1,1.2,1.8666666666666687
457,32,Francis,2017/2018,24,12,11,0.75,1.181818181818182,1.5,1.4545454545454546,1.0,1.0,2,1.0,3.5
481,33,Cook,2017/2018,24,12,11,0.75,1.181818181818182,1.5,1.4545454545454546,2.0,4.333333333333333,2,3.2,4.900000000000001
506,34,Daniels,2017/2018,24,12,11,0.75,1.181818181818182,1.5,1.4545454545454546,2.0,1.6666666666666667,2,1.4,5.033333333333332
